N,CITY_NUM,GMAX,PC,PM
2000,200,100,0.9,0.1
x,y
91,61
89,56
29,4
78,78
28,33
80,12
64,22
48,2
27,44
77,8
0,33
58,48
63,79
54,60
65,44
30,34
64,98
98,83
41,41
99,33
19,82
58,25
79,55
89,5
38,16
98,94
82,96
92,76
69,1
6,40
18,40
33,2
18,84
9,77
30,48
35,12
62,39
2,94
25,52
44,84
90,55
58,66
94,98
54,23
46,63
75,52
20,57
90,92
25,64
52,73
50,54
64,46
39,76
31,28
3,46
37,61
74,78
17,99
67,70
40,89
82,64
58,65
57,82
97,74
61,38
86,86
75,63
69,39
39,16
53,85
97,44
68,27
15,99
32,87
87,85
58,43
65,93
14,61
42,43
27,21
1,61
64,18
66,14
83,22
54,79
41,39
7,63
86,34
45,22
87,69
56,22
29,51
54,61
63,6
71,77
31,70
31,81
1,16
3,59
13,97
12,7
98,12
93,59
78,2
96,70
60,1
99,34
84,10
14,41
86,79
91,60
73,87
97,39
37,76
22,55
79,27
77,29
16,78
95,27
49,15
3,64
89,87
91,16
63,53
77,25
26,43
76,7
94,78
24,63
13,46
75,34
81,8
48,72
56,56
44,3
78,93
40,76
45,15
98,69
91,42
11,64
87,12
44,11
81,73
99,40
59,86
1,67
60,72
98,46
33,49
53,36
57,84
81,5
25,89
2,37
63,39
56,66
2,13
40,4
62,74
52,79
70,40
62,99
71,12
67,55
95,43
62,74
54,4
71,7
15,25
40,67
23,39
19,1
65,54
92,21
82,11
77,15
67,36
68,17
47,22
63,96
50,73
23,76
86,33
93,95
74,59
68,16
28,34
13,54
31,95
15,10
60,82
12,41
0,14
87,82
67,27
70,53
67,55
11,11
12,88
cost
9886.71,
10565,
10523.2,
9771.6,
10760.1,
10065.5,
10182.1,
9858.26,
10323.4,
10363.8,
10343,
10195,
10297.4,
10700.9,
9889.43,
10227.6,
10742.6,
10540.2,
10672.5,
10690.7,
10074.2,
10331.8,
10532.5,
9994.05,
10427.5,
10222.5,
10219.8,
10208.1,
10364.9,
10234.5,
10432.4,
10420.8,
10276.3,
9852.69,
10250.6,
10291.7,
9989.5,
10138,
9902.28,
10578.1,
10147.6,
10285.8,
10440.4,
10498.6,
9834.07,
10165.6,
10463.6,
10036.7,
10611.9,
10247.9,
10183.9,
10480.6,
10157.4,
9693.82,
10286.7,
10104.5,
10526.6,
9971.23,
10540.7,
10628,
10205.5,
10788.9,
10375.5,
10801.4,
9786.21,
10458.1,
10044.5,
10301.2,
10518.5,
10434.4,
9781.42,
10258.3,
10429.8,
10315.8,
9996.57,
10219.9,
10103.2,
10380.9,
10112.1,
10655.5,
10615.7,
10924.6,
10811.4,
10336,
10347.5,
10108.9,
10401,
10705.1,
9751.73,
10268,
10149.6,
10747,
10084,
10268,
10260.8,
10129.4,
10496.8,
10419.3,
10462,
9918.69,

duration(ms)
79536

min cost
9693.82

solution
86
177
138
166
193
151
54
125
60
16
133
121
80
100
130
95
99
51
158
101
116
55
102
89
111
44
134
185
43
122
137
132
13
150
71
33
196
57
108
38
131
41
65
129
156
47
67
8
98
0
199
155
6
63
104
32
97
85
45
157
141
24
9
29
59
113
96
20
194
149
164
136
117
21
48
114
195
81
154
175
144
106
69
61
17
165
91
18
105
182
103
22
93
26
94
52
73
4
23
5
7
110
49
56
189
42
173
88
181
77
172
19
82
74
169
3
124
171
148
127
174
28
142
78
135
72
46
15
184
128
109
153
39
152
112
64
35
176
25
50
66
163
92
198
90
162
2
147
146
143
84
1
188
62
159
123
27
76
30
187
120
190
83
87
75
139
160
145
179
183
31
161
167
119
53
186
79
10
192
40
180
191
68
11
107
12
170
168
197
14
126
178
36
118
70
115
140
58
37
34
