N,CITY_NUM,GMAX,PC,PM
200000,300,100,0.9,0.1
x,y
44,68
15,91
28,30
10,82
48,37
59,73
20,86
95,85
29,57
91,0
92,83
76,94
92,79
30,32
58,75
70,12
94,4
37,3
95,58
83,87
99,60
0,67
8,32
78,5
47,2
47,83
31,19
57,56
92,11
91,77
16,2
45,30
65,59
3,46
57,14
2,96
6,96
43,62
70,0
36,59
82,9
68,60
49,57
99,74
79,64
14,80
63,98
60,46
82,61
57,8
73,74
29,81
53,61
1,50
88,66
57,72
35,7
90,53
74,40
78,41
95,74
48,43
35,87
70,57
85,41
91,42
76,5
22,58
71,77
28,19
15,33
62,43
21,99
23,16
73,62
67,67
67,48
20,44
67,50
23,70
70,75
74,66
98,31
69,0
50,43
59,30
39,62
62,55
50,98
93,67
80,75
33,78
6,7
38,54
32,59
0,44
48,12
17,33
43,2
80,53
28,61
39,1
52,1
1,46
40,23
35,57
33,56
36,84
49,74
86,44
42,73
4,89
56,8
81,59
82,56
65,19
34,12
90,89
49,25
48,95
41,31
98,70
41,41
65,7
80,14
61,20
77,81
3,28
82,90
0,97
29,53
28,44
12,11
83,47
60,30
34,2
79,58
5,54
47,85
71,53
6,67
3,17
17,26
25,33
98,31
56,25
94,18
99,94
29,54
62,93
87,73
51,46
6,43
60,57
1,73
34,80
21,44
62,3
18,73
95,60
32,75
9,61
26,90
40,16
39,75
20,81
67,34
87,25
60,67
11,95
85,76
59,23
3,1
4,14
99,49
28,45
63,37
93,47
45,75
3,69
12,12
60,25
7,48
91,82
63,85
87,44
21,91
17,1
53,99
4,82
53,35
41,8
93,45
94,97
6,62
38,67
9,81
26,43
53,76
6,46
93,94
55,84
99,5
68,84
87,74
46,40
44,3
5,85
72,64
71,58
67,33
23,69
10,39
15,50
15,1
73,91
76,61
68,59
11,63
4,91
13,65
99,50
36,16
24,24
9,70
61,1
58,64
61,83
10,45
93,25
47,0
55,78
65,67
84,77
23,1
14,54
87,57
2,45
97,95
62,61
28,6
83,40
76,50
89,33
63,73
11,82
99,5
48,47
27,59
78,83
66,10
9,21
56,41
12,85
30,83
44,45
8,97
29,82
89,80
65,27
7,64
62,32
27,39
76,87
20,99
31,47
43,75
34,24
49,14
91,67
12,17
57,70
83,2
40,99
1,66
48,21
99,4
84,87
93,46
56,4
82,48
5,79
95,99
24,11
54,80
53,49
87,20
17,53
35,26
99,63
87,75
55,52
19,85
60,55
24,35
99,19
46,16
75,81
62,51
79,43
cost
16175.4,
15336.4,
16119.8,
15531.2,
15640.9,
