N,CITY_NUM,GMAX,PC,PM
100000,300,100,0.9,0.1
x,y
33,91
98,53
14,95
72,37
59,68
84,39
9,4
23,22
40,86
99,24
25,79
32,42
69,50
97,12
87,99
44,7
2,11
28,37
10,93
6,77
45,5
46,99
89,6
6,62
73,81
95,92
80,68
59,66
13,31
91,6
43,70
46,49
26,10
53,64
34,49
88,20
76,56
13,92
23,55
80,0
37,4
43,52
82,31
15,63
28,62
86,60
64,71
82,36
68,54
41,53
49,57
19,59
39,17
58,58
79,75
28,75
3,39
74,54
92,12
58,83
57,7
2,3
95,60
43,85
69,83
93,94
12,79
45,38
62,29
19,76
80,55
82,84
44,51
24,59
30,81
62,63
45,83
26,95
72,52
71,68
8,15
75,13
3,67
0,53
83,43
65,96
74,74
57,7
80,14
56,95
67,8
49,58
51,46
80,72
54,28
21,41
38,84
85,8
89,35
99,52
75,55
1,32
66,76
51,44
98,51
36,57
4,88
25,14
5,62
15,1
58,59
97,16
54,98
21,9
34,93
69,38
25,74
25,41
20,97
43,15
31,91
95,83
96,78
45,57
75,81
15,87
60,81
55,21
25,43
13,52
87,12
56,68
54,19
7,78
55,38
61,27
50,12
30,7
24,29
76,36
7,94
97,43
91,90
63,7
91,53
23,11
92,93
23,18
29,86
77,5
48,90
49,73
36,33
99,38
92,89
40,23
86,37
75,11
39,11
73,43
35,72
45,60
48,27
78,16
88,52
69,52
66,78
99,65
72,54
99,52
59,31
36,38
70,91
98,39
86,63
85,53
81,86
38,45
76,70
13,10
43,4
46,53
2,49
56,71
55,88
54,28
13,58
80,88
95,83
46,13
33,59
84,45
95,29
30,12
59,74
36,35
47,6
4,10
4,83
74,43
85,22
57,84
27,2
40,39
65,18
32,55
10,42
68,14
10,80
76,14
66,16
71,80
96,3
71,27
79,52
94,84
1,89
98,6
37,87
28,1
27,42
98,23
1,16
82,78
9,28
70,70
61,3
22,54
89,82
75,18
23,57
73,56
55,35
34,15
98,2
76,11
5,85
57,75
82,45
27,71
10,72
31,42
95,36
13,82
35,75
76,94
57,93
45,69
68,50
86,39
59,62
97,89
92,19
50,12
84,22
45,14
37,60
15,52
44,10
80,47
17,94
66,2
61,52
68,88
72,2
77,6
23,75
17,42
60,58
20,65
99,70
66,83
27,48
11,1
9,17
8,16
24,96
1,63
34,19
40,64
2,37
58,47
55,82
13,32
84,32
38,40
40,69
64,5
20,5
1,21
14,9
99,8
88,80
73,97
5,73
83,71
71,45
15,32
7,82
46,5
cost
15888.4,
15706.8,
15998.1,
16068.7,
16560.2,
15421.7,
15776.3,
15479.7,
15690.7,
15839.7,
15460.6,
15773.9,
15952.6,
15317.9,
15655.5,
15641.7,
15473,
15961.4,
15240.7,
15457.2,
15790.3,
16372.1,
16299.7,
16151,
15223.4,
15690.6,
15891.2,
15328.7,
16156.2,
16276.7,
15513.6,
16041.8,
15474.4,
16188.6,
15591,
15868.7,
15940,
16383.9,
16346.6,
15781.5,
15708.7,
15505.8,
16102.7,
16102.8,
15687.3,
14912.2,
15397.9,
15012.9,
16342.1,
15406.1,
15556.4,
14938.9,
16328.7,
16370,
16172.2,
15939.7,
15758.4,
15538.6,
15215.3,
16143.7,
16070.5,
16109.2,
16115.5,
15839.5,
16148.1,
15795,
15201.9,
15638.6,
15766.9,
16246,
16150.3,
15570.4,
16029.5,
15153.8,
15797.7,
15662.6,
16357,
16278,
15582.6,
16077.6,
16057.5,
15332.3,
15493.5,
15713.4,
15546.5,
16481.8,
15505.4,
15971.1,
16109.5,
15975,
15325.8,
15571.6,
15422.2,
15897.2,
15270,
15981.8,
16153.3,
15635.7,
16027.1,
15695.9,

duration(ms)
6009182

min cost
14912.2

solution
79
69
139
149
54
231
62
34
7
215
270
202
195
56
218
64
71
241
144
21
31
179
134
182
40
251
137
192
135
110
76
166
116
29
265
101
282
263
248
256
132
60
87
277
257
240
151
197
145
236
212
252
17
258
185
285
6
268
260
159
294
165
190
57
262
90
150
279
4
156
124
227
32
30
106
280
16
86
286
119
114
244
67
180
255
250
281
91
55
19
59
123
235
219
299
296
170
36
283
133
284
174
98
2
272
109
168
193
216
89
234
232
41
155
42
225
184
247
18
243
113
147
275
245
201
22
13
154
176
278
37
20
49
200
48
178
138
58
273
72
136
267
51
194
39
157
220
61
1
75
188
118
81
130
33
288
107
238
96
261
249
187
163
295
140
172
146
82
169
85
105
222
117
223
68
15
3
120
46
230
214
186
77
23
122
164
291
204
95
209
153
93
206
108
83
228
229
8
171
14
121
35
45
237
290
27
297
127
266
63
162
203
47
224
217
43
196
97
298
88
74
24
271
128
125
289
66
100
246
160
38
112
80
148
259
239
28
73
210
126
213
12
274
211
173
242
177
104
199
189
161
52
207
11
25
142
102
287
26
53
205
65
129
152
10
99
221
293
292
78
111
0
198
226
175
233
183
181
208
276
103
269
264
5
44
167
158
141
131
191
70
254
9
143
253
94
92
115
84
50
