N,CITY_NUM,GMAX,PC,PM
100000,300,100,0.9,0.1
x,y
20,12
85,58
16,23
22,21
15,79
48,3
47,22
98,12
45,92
8,73
29,32
31,16
88,40
30,2
54,2
2,29
89,81
15,21
34,67
52,1
98,40
53,87
90,50
62,16
86,71
43,53
84,20
98,79
59,83
80,96
42,20
12,23
39,31
93,8
71,76
46,11
8,27
55,46
4,94
25,13
40,25
49,54
85,57
90,61
42,28
48,5
98,72
41,11
71,24
86,44
43,3
73,74
5,88
70,19
0,69
2,16
23,12
20,87
85,79
90,59
59,31
58,41
78,75
73,76
8,74
80,64
72,62
37,35
42,19
72,55
19,55
11,36
40,35
66,72
47,18
55,36
97,28
57,19
55,74
24,16
6,76
81,41
28,75
14,65
1,64
47,41
59,32
38,30
26,14
88,6
79,42
46,70
65,39
15,99
44,16
18,92
81,42
14,90
27,89
43,25
93,19
41,42
23,77
40,25
45,49
38,21
1,83
89,70
9,32
14,14
5,76
46,83
10,95
59,68
91,51
10,30
23,24
16,93
59,0
45,27
54,59
88,28
46,74
16,95
28,59
95,4
43,0
37,66
32,49
79,3
94,43
93,57
25,7
20,3
96,78
17,40
7,46
62,76
53,73
97,33
54,53
18,84
41,95
23,68
80,91
96,30
15,44
49,5
26,41
91,92
73,20
19,90
51,89
39,88
46,81
34,66
80,60
94,7
27,37
72,46
49,30
44,61
83,34
98,63
82,16
84,83
39,32
24,26
27,89
84,29
58,91
5,23
57,13
57,68
73,66
20,11
95,20
16,50
1,89
68,79
46,37
6,76
56,55
36,22
9,24
81,71
64,61
84,99
70,93
57,4
32,54
42,32
70,66
24,50
85,85
54,56
61,25
54,76
98,94
31,10
92,23
34,25
52,53
88,44
25,26
67,58
31,5
16,69
87,56
32,32
31,98
89,23
35,18
76,99
17,20
89,78
4,98
35,12
59,25
64,30
96,26
79,79
79,91
56,5
53,26
55,98
44,68
41,31
5,34
40,28
7,68
26,37
34,10
27,23
60,99
70,90
83,51
68,95
59,80
11,49
36,93
67,64
7,71
82,57
34,39
33,96
78,76
57,91
65,1
39,26
11,66
60,76
44,79
36,33
35,40
69,96
69,91
22,51
17,44
88,0
78,87
65,35
13,43
39,65
73,29
91,31
49,14
27,35
37,65
97,2
47,8
85,39
75,70
97,55
12,57
2,85
58,9
94,88
45,37
32,47
67,68
51,52
85,62
35,36
77,53
24,45
52,14
53,53
6,28
24,75
46,15
74,60
57,85
1,39
49,89
60,40
78,76
75,77
43,0
84,38
cost
