N,CITY_NUM,GMAX,PC,PM
2000,75,1000,0.9,0.1
x,y
0,15
45,50
66,83
44,52
5,8
77,8
29,20
69,27
42,48
91,84
64,74
0,69
9,77
95,30
37,67
58,50
61,96
63,64
8,18
46,18
4,76
44,36
63,10
75,36
95,69
38,34
82,19
76,25
61,82
12,67
69,33
44,18
80,51
82,27
46,30
46,47
75,63
25,4
34,5
98,89
74,95
31,33
12,94
46,89
98,25
64,75
50,27
81,82
18,94
38,52
66,85
84,51
31,17
6,47
82,8
80,42
40,62
24,5
37,67
57,75
90,20
39,23
68,44
11,83
10,11
75,10
86,26
79,53
66,82
5,98
76,70
22,56
36,2
75,31
38,94
cost
3893.27,
4039.64,
3960.31,
3996.37,
4206.55,
3938.26,
3695.97,
4052.96,
3461.6,
3997.52,
3754.32,
3585.09,
4003.9,
3738.55,
4035.55,
3984.23,
3681.64,
3920.3,
3881.03,
3871.53,
3514.84,
3800.59,
4046.3,
3716.97,
3728.34,
3857.12,
4029.64,
3858.9,
3674.03,
3975.58,
3681.38,
3699.28,
4002.69,
3888.9,
3891.08,
3761.14,
3646.67,
3860.57,
4066.99,
3981.66,
3526.34,
3772.99,
4062.11,
3530.62,
3670.39,
3691.72,
3931.48,
3768.71,
3566.87,
3850.53,
3736.35,
3953.16,
3866.21,
3892.86,
3328.93,
3780.23,
3765.8,
3939.33,
3746.98,
4047.35,
3946.86,
3952.13,
4145.73,
3604.31,
3830.22,
3840.04,
4019.79,
4000.02,
4027.21,
3912.27,
3700.96,
3510.36,
3931.83,
3566.54,
3890.84,
4157.36,
3799.59,
3723.02,
3998.83,
3797.53,
4156.37,
3923.6,
4145.03,
3806.14,
3603.03,
3833.93,
3359.35,
3638.12,
4047.11,
4095.01,
3620.03,
3646.1,
4065.38,
3935.76,
3766.97,
3946.4,
3626.03,
3819.86,
3969.61,
4074.66,
3669.61,
3817.46,
3515.21,
4007.38,
4101.48,
3684.64,
3957.82,
3550.04,
3920.58,
4085.09,
3804.88,
4043.61,
3970.55,
3671.45,
