N,CITY_NUM,GMAX,PC,PM
100,50,200,0.9,0.1
x,y
18,49
24,92
46,19
69,98
31,70
75,6
45,45
21,59
52,69
91,92
20,66
78,44
83,20
37,22
89,29
71,19
65,79
95,6
51,67
75,18
37,43
84,44
73,98
41,13
23,74
34,64
19,50
79,43
90,76
57,74
98,21
23,24
91,87
85,54
39,96
74,2
44,45
32,36
36,67
72,39
10,93
85,86
55,74
20,40
51,21
66,41
65,11
39,97
76,91
43,83
cost
2668.53,
2486.67,
2246.38,
2638.98,
2438.46,
2357.09,
2607.02,
2219.42,
2546.17,
2529.64,
2288.31,
2184.13,
2450.22,
2301.59,
2496.7,
2562.03,
2474.51,
2425.36,
2638.02,
2652.9,
2567.72,
2561.71,
2634.99,
2337.15,
2403.23,
2427.86,
2717.44,
2180.34,
2556.6,
2809.4,
2404.67,
2512.24,
2755.6,
2661.26,
2507.32,
2480.41,
2455.71,
2466.7,
2284.03,
2300.5,
2279,
2659.73,
2307.51,
2493.03,
2489.4,
2348.78,
2592.24,
2423.99,
2598,
2526.9,
2662.48,
2421.3,
2263.74,
2394.06,
2542.25,
